篇名	作者	页数	关键词	摘要	filename
"后摩尔时代,从有源相控阵天线走向天线阵列微系统"	"鲁加国1,2:45165822|王岩1,2:45165823"	19	天线阵列微系统; 微电子; 混合集成; 封装材料; 微波成像雷达;	"本文围绕高分辨率对地微波成像雷达对天线高效率、低剖面和轻量化的迫切需求,分析研究了有源阵列天线的特点、现状、趋势和瓶颈技术,针对对集成电路后摩尔时代的发展预测,提出了天线阵列微系统概念、内涵和若干前沿科学技术问题,分析讨论了天线阵列微系统所涉及的微纳尺度下多物理场耦合模型、微波半导体集成电路、混合异构集成、封装及功能材料等关键技术及其解决途径,并对天线阵列微系统在下一代微波成像雷达中的应用进行了展望. "	PZKX202007009
全天候自然场景下的人脸佩戴口罩识别技术	"张修宝1:44705030|林子原1:44974953|田万鑫1,2:44794095|王艳1:44974955|沈海峰1:44705093|叶杰平1:44798753"	11	口罩佩戴识别; 人脸检测; 人脸属性识别; 特征金字塔; 注意力学习;	"日常生活中,面对经呼吸道传播的传染性疾病或厂矿生产过程中产生的扬尘沙土,人们佩戴口罩进行防护可保护身体健康和生命安全.人脸佩戴口罩的自动化识别可以有效监督人们佩戴口罩,是抑制疾病快速传播和保护身体健康的重要技术手段.对于生活和生产中的口罩佩戴识别的需求,本文提出了基于深度学习的人脸检测和口罩佩戴识别相结合的方法.该方法在人脸检测中利用特征融合金字塔,结合空间和通道注意力学习,以及分割分支进行神经网络弱监督学习.另外针对检测后的人脸子图像,采用图像分类的方法实现快速识别,并加入注意力学习机制,增强模型对口罩区域特征的学习.利用近20万的公开和企业自有数据,并采用数据增强等方法,在全天候自然场景下取得了99.50%的识别准确率.该技术已广泛应用于滴滴出行实际业务中,日均处理百万数量级的请求.该服务已对外开放,关键算法已开源,从而使其发挥更大的应用价值和社会价值. "	PZKX202007010
王耀南院士		2	 	"<正>1经历简介王耀南,1957年11月生,1977年进入东华理工大学电子计算机专业学习,1992年、1995年分别获湖南大学工业自动化专业硕士和博士学位.现为湖南大学教授、博士生导师,任湖南大学机器人视觉感知与控制技术国家工程实验室主任,兼任中国自动化学会会士、中国计算机学会会士、中 "	PZKX202007011
脑影像与成瘾专题简介	张毅1:09041317|袁凯1:26616596|Gene-Jack Wang2:44726517|田捷3:10679089	2	 	"<正>以药物、酒精、尼古丁依赖和食物为主的成瘾行为已经成为危害健康的重要因素之一,但其背后复杂的中枢致病机制仍不明确.磁共振等脑影像技术为我们提供了无创、非侵入的研究人类大脑的工具和途径.与此同时,伴随着现代信息科学技术在多模态数据融合、处理分析方法发展中的应用,脑影像在揭示致病中枢机制中发挥着越来越重要的作用. SCIENCE CHINA Information Sciences在2020年63卷第7期上组织出版了""脑影像与成瘾专题""(Special Focus on Brain Imaging and Addiction),重点介绍了成瘾中枢机制脑影像学研究的最新成果,以及无创脑刺激和临床干预治疗尼古丁依赖和食物成瘾的最新进展. "	PZKX202007012
仿生机器人系统:建模、设计、控制和感知专题简介	贺威1:33293190|崔荣鑫2:09121387|Choon Ki AHN3:30336337|李智军4:38227331	2	 	"<正>仿生机器人是指模仿生物特征的一类机器人,具有运动灵活性高、环境适应性强等特点,在救灾救援、公共安全、社会服务、国防军工等领域具有广泛的应用前景.当前仿生机器人在物理结构、机动性能方面与仿生对象相比仍然存有差距,亟待系统深入地对仿生机器人系统中的共性科学问题和关键技术开展研究,推动仿生机器人的应用与发展. "	PZKX202007013
编者按	周志华:08722027|张敏灵:08721300	2	 	"<正>近年来,随着信息化技术与互联网的飞速发展,各行各业积累的数据资源急剧增长,大数据已成为国家层面的基础性战略资源,引起各国政府高度重视.例如,国务院于2015年8月印发了《促进大数据发展行动纲要》,美国政府于2016年5月发布了《联邦大数据研究与开发战略计划》,欧盟Horizon2020计划把大数据提高到国家安全战略层面.发展大数据分析理论与技术方法,是实现我国从数据大国向数据强国转变的重要基础,将对国计民生的诸多方面产生深远影响.大数据分析旨在从海量数据中提炼知识价值,涉及机器学习、可视分析、数据挖掘、知识处理等 "	PZKX202006001
元自步学习	"束俊1:42432999|孟德宇1,2:10179496|徐宗本1:22115582"	13	自步学习; 元学习; 样本加权; 噪声标记下学习; 超参数选择;	"自步学习是近年来机器学习领域提出的一种启发于人和动物""由易到难""学习过程的学习机制.尽管自步学习已取得可喜的理论与应用进展,但是当前的自步学习算法仍存在超参数选择的瓶颈问题.针对该问题当前主要采用一些启发式的手工设计方法或者交叉验证方法,然而此类方法效率很低,缺乏理论性指导,难以推广应用到广泛的实践问题中.针对这一挑战性问题,本文提出一种基于元学习机理的自步学习算法,该方法能使自步学习中涉及的超参数以数据驱动的方式自动习得,从而大大减弱了自步学习的这一核心问题.特别地,我们针对3种典型的自步学习实现格式,将所提元学习策略实质性嵌入,通过回归和分类实验验证了所提算法的准确性和泛化性,特别验证了相比于传统超参设置方法的显著优越性. "	PZKX202006002
基于众包学习的交互式特征选择方法	陈长建1:42436324|姜流1:42436326|雷娜2:35664250|刘世霞1:08176088	19	集成特征选择; 众包学习; 可视分析; 交互式可视化; 排序可视化;	"集成特征选择算法将多种特征选择方法结果结合在一起,旨在得到更加有效的特征子集.然而这些算法通常假设每种特征选择方法是平等的,没有考虑不同特征选择方法性能的差异性,导致少数方法选择出的有效特征被忽略.为解决这一问题,本文提出一种可以有效地结合不同特征选择方法优势,并利用专家的知识逐步改善所选特征的交互式特征选择方法.该方法包括一个基于众包学习的集成特征选择算法和一个基于该算法开发的可视分析系统.基于众包学习的集成特征选择算法利用众包学习模型对不同特征选择方法的性能进行建模,计算每种方法的可靠性,并在此基础上将这些方法的结果有机融合.可视分析系统提供了丰富的排序方式,帮助专家理解单个特征选择方法的特征选择结果和特征在分类任务中所起的作用,从而让专家交互迭代地改善现有特征子集.在4个真实世界数据集上的数值实验表明,相比于现有的集成特征选择算法,本文提出的算法能够带来0.63%～2.85%分类准确率的提升.此外,在文本和图像数据集上进行的两个案例分析表明,本文提出的可视分析系统能够进一步带来0.28%～5.24%的分类准确率提升. "	PZKX202006003
一种保持语义关系的词向量复用方法	李新春:33427256|詹德川:08038319	11	自然语言处理; 词向量; 模型复用; 新词; 深度学习;	"在基于深度网络的自然语言处理任务中,嵌入表示层用词向量刻画词的语义信息,可以有效地提升模型性能.词向量可以和当前任务一起端到端地进行学习,但是从模型参数数量的角度来看,词向量的训练很容易在小语料库上过拟合.为了解决这个问题,通常会使用在大语料库上预训练得到的词向量.首先,本文总结了几种常见的复用预训练词向量的方法.其次,由于当前任务的变化,会有一些新词出现,这些新词的词向量不能通过预训练的词向量获得,因此本文提出了一种保持语义关系的词向量复用算法(SrpWer). SrpWer首先对当前数据集中词语之间的关系进行建模,然后结合预训练的词向量生成新词对应的词向量.实验结果验证了SrpWer的有效性. "	PZKX202006004
基于邻域视角的关联关系挖掘方法	"成红红1:30090609|钱宇华1,2:08454095|胡治国1:32506622|梁吉业2:08408575"	21	大数据; 复杂关联关系挖掘; 关联度量; 数据驱动; 粒计算; k-NN粒;	"识别海量变量间潜在的复杂关联关系,判断不同形式关联关系的强弱,是大数据关联关系挖掘的重要任务之一.然而,数据分布的不确定性、关联关系的多样性,使得基于分布假设的关联关系度量和基于数据驱动的非参数度量方法的适用性、准确性难以保证.因此,设计一种对关联关系形式无偏的有效关联度量方法变得至关重要.本文从大数据背景下潜在关联关系应被公平排序的需求出发,回顾了目前关联度量的公理化条件,给出了大数据关联关系度量可能需满足的性质;讨论了两类基于邻域视角的度量方法存在的不足;提出了本文基于k-NN粒的关联度量方法,称为最大邻域系数.人造数据集和真实数据集实验从不同角度验证了本文所提方法的有效性和优越性.最后指出了实验中发现的有趣现象和有待解决的理论问题,以引起对该领域更深入的思考和研究. "	PZKX202006005
一种高可读低冗余实体摘要的生成方法	刘庆霞:44854881|程龚:28349405|瞿裕忠:08064244	17	知识图谱; 实体摘要; 冗余性; 可读性; 组合优化;	"随着万维网的发展,知识图谱数据大量增长,并在面向智能应用的研究中受到广泛关注.知识图谱用RDF (resource description framework)三元组描述实体相关的事实.在知识图谱中,关于一个实体的描述可能包含大量三元组,在一些需要直接呈现实体信息的应用中,为了避免用户信息过载,并适应有限的呈现空间,就需要进行实体摘要.实体摘要任务是从实体描述的众多三元组中选出最有代表性的子集作为摘要,以呈现给用户阅读.本文提出一种新的实体摘要方法 ESSTER以生成具备高可读性和低冗余性的实体摘要.该方法结合三元组的结构与文本特征,基于结构特性度量知识图谱中三元组的重要性,基于N元语法和文本语料度量三元组的可读性,基于逻辑推理、数值比较和文本相似判断三元组间的冗余关系.综合这3种技术要素,将实体摘要问题建模为组合优化问题进行求解.本文在两个由人工标注的公开数据集上与6种现有方法进行了对比实验,结果表明本文提出的方法效果达到了当前最佳水平. "	PZKX202006006
