篇名,作者,页数,关键词,摘要,filename
基于Hadoop的个性化学科服务平台研究,李情1:32243737|汤文亮2:07518547|项峻求1:32679418|黄秋萍1:23280333,5,大数据; Hadoop; 学科服务平台; 个性化; 图书馆;,"分析了在大数据环境下建立个性化学科服务平台的要求与挑战,在Hadoop数据存储、处理框架的基础上讨论并提出了图书馆个性化学科服务的解决方案,该解决方案能够廉价、高效地解决图书馆个性化服务平台如何能适应日益快速增长的数据源。 ",TSLT201602003
地方公共文化建设与地方图书馆立法推进,,3,地方公共文化; 地方图书馆法;,"地方政府公共文化建设是关键,法治化是保障,在这样一个环境下,地方图书馆法不再仅是不讲人性化、服务缺乏个性化、形式化的法律,还是包括协调地方政府、图书馆、利用者及其他社会组织团体治理主体关系的法律,从保障公民基本文化权益,繁荣地方民族文化和传统文化,弘扬和发展图书馆事业,发挥图书馆决策服务读者出发,积极回应地方公共文化建设对地方图书馆立法的需求,通过明确地方图书馆服务定位,保障图书馆运行经费,为地方图书馆发展提供有力的保障。 ",TSLT201602004
论学科馆员制度与创新高校图书馆服务模式,杨汉宁:25124882,5,图书馆; 学科馆员;,"学科馆员制度是国际图书馆界先进的办馆理念和全新的服务模式,是图书馆为开展深层次的主动资讯服务而采取的最新服务措施,它以学科为对象,依托具有某一学科专业背景、熟悉图书馆馆藏结构和资源利用手段、具有敏锐的信息意识和较强的信息组织加工及获取文献能力的图书馆高级专门服务人员,与某一学科建立专门联系,提供学科咨询的对口服务,是高校图书馆服务模式的创新。 ",TSLT201602005
浅谈数字化时代公共图书馆档案管理信息化,王蓓:24878958,3,管理信息化; 文献; 档案; 公共图书馆;,"结合公共图书馆档案、文献管理工作的实践及特殊性,探讨了在目前数字化时代的大趋势下,公共图书馆进行档案文献资料管理信息化建设的必要性和基本指导原则,并结合公共图书馆档案文献资料管理的现状和实情提出公共图书馆档案、文献、资料管理信息化建设的一些策略。 ",TSLT201602006
新生代农民工阅读服务之我见,杨敏:43766566,5,公共图书馆; 新生代农民工; 阅读服务;,"根据新生代农民工生存的现状以及需要解决的问题,从改善阅读环境、延长开放时间,加强教育培训,提升文化素质等方面探讨了公共图书馆应创新服务模式,采取有效措施做好新生代农民工的阅读服务工作。 ",TSLT201602007
农家书屋发挥均等化功能的精准点建设浅论,谭兴国:35628586,5,农家书屋; 服务均等化; 精准点建设;,"农家书屋作为基本公共文化服务标准化均等化化建设的一项重要工程,目前存在着""两个不明确、三个不规范、四个无保障""的问题。文章结合湖北省创建农家书屋的实际情况,提出了""村级所有,乡镇管理,县文化、出版部门辅导和监管的发展管理机制""的建设发展模式。 ",TSLT201602008
社会网络在企业情报系统构建中的应用,叶梦竹:35628587,7,社会网络; 企业情报系统; 系统构建;,"从社会网络的角度出发,阐释了社会网络和社会网络分析的相关概念,并进一步引申到企业社会网络,具体介绍了企业社会网络的定义及其特点,同时介绍了情报系统和企业情报系统的概念、定位问题,最后总结了构建企业情报系统的前提条件和社会网络在系统构建过程中的作用,社会网络理论使我们能够摒弃旧的思维模式,从全新的角度出发,构建更加完善的企业情报系统,更好地服务于企业的各项经营活动。 ",TSLT201602009
初探我国社会力量参与公共图书馆服务的现状,白樱子1:35628588|汪敏2:33275529,4,社会力量; 公共图书馆; 服务;,"在公共图书馆领域,社会力量已以多种形式逐步参与到服务中,作用越来越大,影响越来越广。做好有关情况的研究,有助于进一步理清图书馆事业发展脉络,推动公共图书馆长远发展。 ",TSLT201602010
大一新生应是高校阅读指导的重中之重,龚莹:10044863,4,高校图书馆; 大一新生; 阅读指导;,"从""在全民阅读活动中,各级、各类图书馆要高擎阅读指导大旗""切入,继而指出在高校图书馆读者群中,大一新生应是阅读指导的重点,然后提出进行指导的原则、内容和相应对策。 ",TSLT201602011
公共图书馆档案管理工作普遍问题和解决措施,夏汉群:34504875,3,图书馆; 档案管理;,"公共图书馆档案是图书馆建设和发展不可或缺的重要组成部分,是图书馆历史发展的见证。它随着图书馆的产生而产生、发展而发展,客观真实的记录了图书馆各历史时期的发展轨迹,是图书馆和社会发展宝贵的信息资源。本文结合目前公共图书馆档案管理工作普遍问题,探讨解决措施。 ",TSLT201602012
浅谈网络数字化对图书馆发展的影响,曾丽:35628589|黄雨晨:35628590,5,网络数字化; 图书馆; 服务模式; 思维方式;,分析了网络数字化对图书馆服务模式的影响和对图书馆员的工作能力、思维方式的影响。 ,TSLT201602013
浅议基层图书馆采访工作创新,郝敏:35630640,4,信息资源; 采访; 藏书; 文献;,"信息资源建设是衡量图书馆实力的重要指标,信息资源的质量和体系建设的优劣直接影响着图书馆信息服务的水平和效率。本文分析了基层图书馆信息资源建设上的理念误区,提出以合理有效的信息资源采访对策和创新的文献采访方式来加强基层图书馆藏书建设的采访工作。 ",TSLT201602014
浅析讲座的起源,赵金春:35628591,4,讲座; 公益; 起源;,"讲座源远流长,古今中外都可看到讲座的萌芽。西周之始,百家争鸣的春秋战国,至秦汉都曾有过""原始""讲座。在欧洲,""讲座""萌芽约产生于马其顿帝国的亚历山大里亚大学。但他们都只是上层社会文化学者之间的学术交流。现代中国讲座几经沉浮,至今已如火如荼,成为文化交流的重要载体,其公益性质也因公众共享得以最大体现。 ",TSLT201602015
"童年,学习的公开课(一)",汤旭岩:10730160,7, ,"<正>称呼几乎算得上是学习、运用知识的第一节能供交流的公开课,是一种必要的启蒙和实践活动。称呼中的名堂似乎急着表现自己的存在,儿子早早地就开口说话;似乎急着确认家长的身份,儿子快快地就张嘴叫人。6个月会喊爸爸,而且第一次便报了个""冷门"",一连气忙不叠地叫 ",TSLT201602016
关于书和人的那些事儿(续)——北京之行(一),,5, ,"<正>一这一次的出发,已经酝酿良久,虽然时间赶之又赶,但终还是留了这登机前的一点时间给我来完成这一片短短的开篇之语。北京不是个陌生的地方,无论是零八年的奥运会还是小时候的爬长城,总归都是给我留下了些值得唏嘘的回忆。但这次却不一样,就如同踏足古时代的战场,我是要去参与一场属于自己的战争。说战争也好,说party也罢,总之内心的欣喜是挥之不去的,如同十年磨一剑一般的藏拙之后,是时候将自己的锋芒展现了。 ",TSLT201602017
落实基层文化扶贫 促进公共文化示范区建设,,1, ,"<正>4月12日,神龙架林区文体局局长刘生策专程来到我管,邀请汤旭岩馆长担任该地区公共文化服务体系示范基地创建工作组专家并颁发聘书。神龙架林区位于湖北省西部秦巴山脉,是我国唯一以""林区""命名的行政区,也是湖北省公共文化示范区建设第二批创建单位。刘生策向汤旭岩介绍了神龙架林区文化工作的 ",TSLT201602001
征稿启事,,1, ,"<正>《图书情报论坛》于1989年创刊,由湖北省图书馆学会、湖北省图书馆主办,湖北省文化厅主管。创刊20余年来,《图书情报论坛》坚持""适应学科发展潮流、关注公众知识状况"",体现""以理论为先导、以理论指导实践""的宗旨;倡导""以人为本""、 ",TSLT201602018
国内移动图书馆研究的可视化分析,韩牧哲:45701220|李秀霞:08191142|张艺蔓:32825501,8,移动图书馆; 共词可视化; 战略坐标; 比例趋势分析;,"为了解我国移动图书馆研究的热点和现状,使用Bicomb软件和SPSS19.0软件对国内以""移动图书馆""为主题的500篇论文进行了共词分析,绘制了移动图书馆研究的热点知识图谱。研究结果发现当前国内移动图书馆的研究热点有:图书馆服务推广、移动服务、Web2.0、3G环境下的服务系统、移动阅读、用户研究、云计算与信息检索、泛在环境下的信息服务、学科服务、服务模式。最后创新性地采用比例趋势分析法对各研究热点的发展趋势进行了预测。 ",TSLT201506002
应用型本科院校图书馆校企合作新模式研究,文卫:35254968,3,应用型本科; 院校图书馆; 校企合作; 新模式;,"阐述国家对应用型本科培养的新政策,分析了应用型本科院校图书馆传统服务模式的不足之处,论述了企业与院校图书馆的相关性,提出院校图书馆应该革新校企合作模式,对如何创建图书馆服务企业的新模式提出了建议,从而促进院校图书馆在校企合作中发展壮大。 ",TSLT201506003
湘鄂赣皖四省公共图书馆联盟联合调研之湖北省调研报告,王锦东1:31837741|叶黎2:32345778|余嫚雪1:33204086|周伟1:10743826|刘虹3:29245224,8,图书馆联盟; 调研; 特色; 十三五;,"湘鄂赣皖四省公共图书馆联盟调研小组对湖北公共图书馆开展调研,通过分析数据,阐述了湖北省公共图书馆发展的特色以及面临的问题,并对湖北省公共图书馆""十三五发展""规划提出了建议。 ",TSLT201506004
办好长江讲坛 打造讲座之书,,1, ,"<正>长江讲坛是2013年在湖北省委组织部、湖北省委宣传部、湖北省委省直机关工委、湖北省文化厅的支持下,由湖北省图书馆主办的大型公益讲座活动。2012年12月8日,湖北省委书记李鸿忠在湖北省图书馆新馆开馆之际指出:图书馆要组织开展大家讲坛、文化沙龙等文化交流活动,提供更多更好的公共文化服务,构筑荆楚精神高地,为加快文明湖北、幸福湖北建设作出更大贡献。2013年9月5日,鸿忠书记再次来到省图书 ",TSLT201506005
女性阅读与高校图书馆服务对策研究,梁劲南:32884769,3,女性阅读; 高校图书馆; 阅读;,"女性阅读具有明显的性别特征,越来越受到重视。高校图书馆在应对女性阅读的对策可以通过强化导读工作,优化阅读环境,打造数字化交流平台等方式来实现。 ",TSLT201506006
