篇名,作者,页数,关键词,摘要,filename
基于地市级科技情报研究所的地方专业情报智库建设探讨,许晓军:37451874|王珂:44347671,7,情报研究; 情报智库; 资源整合; 资源共享; 前端支撑;,"[目的/意义]针对我国地方科技情报所转型的重要议题,提出依托地市级情报所现有优势资源建设地方专业情报智库的理念。[方法 /过程]文章通过分析情报智库的运行模式和特点,以及地方情报所发展现状和存在问题,厘清了两者之间的内在联系,分析了地市级情报所向专业情报智库转型的优势,指出科技情报所与情报智库在服务机制上有着较强的互补性,情报系统的体系优势能够为专业情报智库提供得天独厚的资源,同时情报研究功能能够对智库研究成果进行有效监督评价。[结果/结论]地方科技情报所应明确发展定位,构建完善的人才体系和激励机制,打造区域资源共享网络,搭建服务平台,打造优质智库产品,提高情报智库服务水平,助力地方经济社会发展。 ",ZKSL202002010
德国发展研究所的运行机制及发展态势研究,洪坤梅1:44347682|田丽2:07959600,9,德国发展研究所; 智库; 运行机制; 发展态势;,"[目的/意义]文章通过对德国发展研究所的历史发展、愿景、价值理念、运行机制和发展态势的研究,为我国新型智库的建设提供参考。[方法 /过程]运用案例研究法,对德国发展研究所关注的研究领域、发布的报告、网站资源和其他文献资料进行收集、整理和分析,并引入了近年来国际权威智库排名报告,对德国发展研究所的历史和现状进行考察。[结果 /结论 ]德国发展研究所虽然不如其他顶级智库那样有上百年的历史,但回顾它过去半个多世纪以来的发展,无论是其传达的价值理念,还是管理机构和组织框架,都在不断拓展、深化,重视透明度建设和人才的引入、培养,借助网络媒体提高其影响力,其发展对我国新型智库建设有重要参考意义。 ",ZKSL202002011
美国信息技术与创新基金会：关注数据信息技术创新及其影响的新型智库,"田倩飞1,2:31102940|张志强1,2:34550201|唐川1,2:11437501|张娟1:27853957",8,美国信息技术与创新基金会(ITIF); 智库; 技术创新; 政策影响力;,"[目的 /意义]深入分析美国信息技术与创新基金会(ITIF),为我国智库发展与建设提供借鉴与思考。ITIF在2018年宾夕法尼亚大学""智库与公民社会项目""发布的《全球智库报告》中高居全球科技政策类智库榜首,重点关注数据信息技术创新及其影响。[方法 /过程]主要采用文献调研法和网络调研法收集相关资料,并对该基金会发布的部分研究成果展开判读、总结,剖析该基金会的组织体系、任务目标与研究项目、政策成果与影响力、创新型单元建设、主要的战略与政策研究领域等。[结果 /结论 ]21世纪以来,新兴科技发展迅猛,大数据、人工智能等新兴技术在为人类社会创造巨大便利的同时,也可能带来巨大风险和挑战。ITIF成立针对新兴科技的创新型智库研究机构并组建专业智库联盟、建立内部专家与外部智囊相结合的咨询网络、提升智库成果的质量和深度、增加智库间交流的能力和活力、促进智库成果的多渠道宣传和引导等措施,对我国智库建设有重要的参考借鉴意义。 ",ZKSL202002013
《中国智库建设行动逻辑》简介,周湘智:14256223,1, ,"<正>社科文献出版社出版本书是一部从理论与实践结合的中观层面探讨中国特色新型智库建设、运营与研究规律的力作。全书贯穿""以智库精神研究智库""的务实理念,阐述了中国智库建设的基本内涵、辩证关系、运行机制、人才队伍、智库文化、分类建设、文本写作等内容,提供了智库建设急需的理念、原则、方法与技术。 ",ZKSL202002012
《智库理论与实践》出版伦理声明,,3, ,"<正>(2020年3月)为加强和增进学术论文写作、评审和编辑过程中的学术规范、科研诚信与学术道德建设,树立良好学风,弘扬科学精神,坚决抵制学术不端,建立和维护公平、公正、公开的学术交流生态环境,《智库理论与实践》特制订出版伦理声明,承诺本刊将严格遵守并执行国家有关学术道德和编辑出版相关政策与法规,规范作者、同行评议专家、期刊编辑等在编辑出版全流程中的行为,并接受学术界和全社会的监督。一、作者的出版伦理 ",ZKSL202002014
《智库理论与实践》2020年选题指南,,1, ,"为更好地体现本刊定位与特点,有效传播智库研究成果,本刊每年度发布选题指南,并动态更新。本选题指南是在向编委和专家们征集2020年选题建议的基础上整理而成的,也是本刊2020年度侧重关注和报道的内容,供智库研究人员研究和作者撰写文章参考(包括但不限于这些选题,往年的选题仍然可用)。 ",ZKSL202002015
新型高校智库服务“双一流”建设的SWOT分析,吴海波:30297130|朱文芝:42205560|陈天玉:42205559,6,双一流建设; 新型高校智库; 服务; SWOT;,"[目的/意义]探寻新型高校智库服务""双一流""建设的优势与劣势、机遇与挑战。[方法/过程]利用文献研究法和层次分析法,探讨新型高校智库服务""双一流""建设在优势、劣势、机遇、挑战等4个方面的具体体现,并针对劣势与挑战提出相应的对策建议。[结果 /结论 ]高校应根据自身发展现状,采取差异化战略定位和多元化建设路径,紧抓优势与机遇、直面劣势与挑战,通过提高服务能力、加强内涵建设、完善评价机制、重视人才培养、强化协同研究等方式,推动新型高校智库全方位服务好""双一流""建设。 ",ZKSL202001002
中国古代幕僚制度及其对现代智库建设的启示,黄丽珺:32170916,8,幕僚制度; 智库; 专业伦理;,"[目的/意义]针对中国特色社会主义新型智库建设现状,梳理中国古代幕僚制度沿革,结合中国的传统幕僚文化,总结其中可供借鉴的部分和需作为警示的内容,得出启示。[方法 /过程]采用文献调查法和比较分析法,对中国古代幕僚制度的历史沿革做简单梳理,总结幕僚的职能及幕僚文化中所体现出的文化特质,从中提取可能对智库建设有所裨益及警示之处。[结果 /结论 ]智库应发挥其""伐谋""的外交功能;幕僚精神对现代智库专业伦理建设的启示;在智库评价方面不盲目追求""独立性""之辩析;警惕""唯上意是从""的幕僚式传统思维;警惕出于私心的""伪民意""""伪上意""的幕僚式居中作梗之举;完善智库及其管理体系的制度建设,尽量消解""泛道德化""的影响。 ",ZKSL202001003
企业智库战略定位研究——从内部视角转向外部视角,郭莉:39783212|王乐:30018806|沈高锋:35143163,6,企业智库; 智库定位; 内部视角; 外部视角; 公共性; 外部性; 透明性;,"[目的/意义]明确新型企业智库的战略定位,促进企业智库建设从内部视角转向外部视角,有利于推动企业智库健康发展,为决策咨询服务。[方法 /过程]针对企业智库定位存在的两种普遍观点,结合部分企业智库建设实际,通过文献分析法和案例研究法,从企业智库的""应然""角度分析企业智库的公共性、外部性和透明性特征。[结果 /结论 ]企业智库要通过强化自我认同、提高智库意识,建立起现代企业智库治理模式,强化智库使命定位和企业社会责任等方式从内部视角转向外部视角。 ",ZKSL202001005
科技智库战略决策平台构建研究,于升峰:40938434|肖强:39029043,6,科技智库; 决策; 平台; 构建;,"[目的/意义]适应当今社会科技创新活动复杂性、交叉性、数据量大等特征,支撑科技智库专家开放研究和管理者科学决策。[方法 /过程]设计构建数据、知识、应用、决策和反馈的5层体系结构决策平台模型,并集成数据挖掘、机器学习、知识发现、协同研究、决策沟通等功能的平台。[结果 /结论 ]满足智库专家知识深度计算和发现需求、管理者决策过程公开和决策科学性需求、创新主体参与需求,尤其创新性构建了正向决策流程和逆向反馈流程的闭环工作流,使智库专家、决策者和科技创新者等多方主体在平台上良性互动,形成协同协作的决策共同体,达到提高科技创新决策的科学性和有效性的目的。 ",ZKSL202001006
