篇名,作者,页数,关键词,摘要,filename
高性能计算应用驱动发展研究分析,顾蓓蓓:25052617,8,高性能计算; 应用驱动; 生态发展; 战略研究;,"高性能计算应用的发展不仅促进了科技创新,还同时进一步驱动了社会的发展与进步,高性能计算应用水平已成为衡量和驱动一个国家、地区综合竞争力与创新能力的重要指标之一。本文在对比分析了国内外高性能计算应用发展的态势之后,对我国高性能计算应用如何驱动生态发展战略提出了对策分析与发展建议。 ",KYXH201904007
嫦娥四号相关科普视频设计与制作——以月面微型生态圈为例,唐嫄嫄:42290168|田华:06307394,11,科普微视频; 嫦娥四号; 月面微型生态圈; 科学性; 艺术性;,"嫦娥四号成功在月背着陆并开展工作在国内外引起了轰动,也勾起了公众对于前沿科学的好奇心。为了填补互联网上对于嫦娥四号""月面微型生态圈""相关科普视频的空白,作者基于科普微视频设计相关理论,进行了内容设计和技术实现。重点探索在讲述科学内容时如何将科学性与艺术性有效结合,创作了一个面向中学生及以上受众的""月面微型生态圈""科普视频,为同类主题科普微视频创作提供借鉴。 ",KYXH201904008
2I2C用户流失建模分析,杨洁:31599745,7,2I2C; 流失模型; 精准营销;,"2I2C业务是中国联通推出的互联网产品,利用互联网公司的用户优势,通过联通的多触点进行业务推广的一种业务模式。由于缺少精准的维系策略,进入2018年后期,2I2C的用户流失率逐月加大,维系2I2C老用户成为中国联通面临的一个难题。本文围绕此问题进行了深入的大数据分析。根据2I2C产品的特点和用户的行为习惯,运用机器学习的有监督学习的分类算法建立2I2C用户流失的大数据模型,从而助力业务运营侧精准营销。 ",KYXH201904009
美IARPA发布“系统级应用程序建模”信息征询文件,田倩飞:31102940,2, ,"<正>2019年6月25日,美国高级情报研究所(IARPA)针对大规模计算和数据分析应用的未来建模和仿真研究领域的研究工作——""系统集应用程序建模(SLAM)"",发布信息征询文件。建模与模拟(Mod Sim)技术对于新系统架构(硬件和软件)和应用程序的协同设计至关重要。它提供了一种经济有效的方式来探索新设计,检查基线设计的偏移影响,并在最终构建之前优化硬件和软件。系统和应用程序复杂 ",KYXH201904010
欧盟斥资92亿欧元支持超算、网安、AI相关技术研发,张娟:27853957|徐婧:32192633,2, ,"<正>2019年6月26日,欧盟官网发文宣布推出""数字欧洲""项目(2021–2027年),斥资92亿欧元,着力建设欧盟的战略数字能力并促进数字技术的广泛部署。该项目是欧盟下一个长期计划""多年期金融框架""(Multiannual Financial Framework)的一部分。""数字欧洲""项目将塑造和支持欧洲社会和经济的数字化转型,重点投资超级计算、人工智能、网络安全、高级数字技能等,并确保数字技术在经济和社会中的广泛应用。其目标是提高欧洲在全球数字经济中的竞争力,提高技术自主权。 ",KYXH201904011
世界经济论坛发布报告《新经济下的数据科学》,张娟:27853957,2, ,"<正>2019年7月2日,世界经济论坛(WEF)发布报告《新经济下的数据科学:第四次工业革命下的新一轮人才竞赛》,指出新兴劳动力市场正在快速变化,但具有前所未有的新的深度和活力。WEF与燃玻科技(Burning Glass Technologies)、领英(Linked In)和Coursera三家企业合作,分析了如何针对当今的劳动力市场培养和部署数据科学人才。该报告通过三种方式帮助领导层了解新经济下的数据科学技能市场:Burning Glass Technologies通 ",KYXH201904012
EuroFound发布《颠覆性技术-改变欧洲生产与就业》,徐婧:32192633,2, ,"<正>2019年7月,欧洲改善生活和工作条件基金会(EuroFound)发布系列报告《颠覆性技术-改变欧洲生产与就业》,介绍了欧洲部署的一系列颠覆性技术,包括先进机器人、区块链、可穿戴设备、自主传输设备、虚拟现实&增强现实五份技术报告。(1)先进机器人自2007年以来,市场对先进机器人的兴趣和活跃度呈现普遍上升趋势。未来几年,服务机器人行业将显著增长,特别是在物流、公共关系、国防和医疗 ",KYXH201904013
开放获取 数据重用 质量保证 快速发表,,1, ,"<正>《中国科学数据(中英文网络版)》http://www.csdata.org CN11-6035/N,ISSN 2096-2223多领域科学数据论文的中英文全线上学术出版与开放获取期刊,致力于推动科学数据的开放共享与规范引用,促进科学数据的可发现(FINDABLE)、可访问(ACCESSIBLE)、可理解(INTELLIGEBLE)、可重用(REUSABLE)。主办:中国科学院计算机网络信息中心合办:ICSU CODATA中国全国委员会 ",KYXH201904014
计算机视觉与模式识别研究进展,孙哲南:17257368|李琦:36034287|刘云帆:42865546|邓琪瑶:42909139|李佩佩:42909140|任民:42909141|张鸿文:37754421|曹杰:36428520|何勇:42909142,16,人工智能; 计算机视觉; 模式识别; 深度学习;,"近年来,人工智能(Artificial intelligence)已经逐渐成为新一轮科技革命和产业变革的核心驱动力,正在对人类生活的方方面面产生极其深刻的影响。随着互联网大数据和高性能并行计算的快速发展,计算机视觉(Computer Vision)领域的相关研究也在过去几年取得了重要进展,成为人工智能领域的重要应用分支之一。作为计算机视觉研究的主要工具,以深度神经网络为代表的模式识别(Pattern Recognition)技术也取得了重大突破。本文从具体应用任务出发,对计算机视觉和模式识别领域发展过程中的重要技术进行了梳理,并对具有代表性的研究成果进行了总结。最后,本文介绍了计算机视觉和模式识别技术的一个典型应用领域——生物特征识别,并对未来的发展趋势进行了展望。 ",KYXH201904001
基于fbprophet框架的期末余额预测方法,"康孟海1,2:43096831|于建军1:17345225",8,时间序列; fbprophet; 期末余额; 深度学习; 机器学习;,"时间序列分析充分揭示了动态数据的变化规律,因此在金融、会计等需要体现时间特征的领域得到了广泛应用。本文使用Facebook开源的时间序列预测框架fbprophet,针对单位或企业的期末余额预测问题进行了建模和试验。期末余额指某一时间段内期末结出的账户余额。期末余额预测有助于单位或企业更好的了解余额走向,活用库存资金,提高交易收益。我们以天为单位,预测未来一个月内的期末余额。通过和MLP、XGBoost等深度学习、机器学习模型预测结果的比较,fbprophet的MAPE表现最优。实验结果说明相对于其他算法,fbprophet在情况复杂、规律性差的数据集上仍可得出较为准确的预测结果。 ",KYXH201903002
基于随机森林的LPG价格预测方法,赵淑渝1:43096833|张宏海2:43096834,7,LPG价格预测; 随机森林; 特征选择;,"本文以华南-槽批LPG价格为研究对象,基于自身历史数据,竞争对手数据和与LPG价格相关的国际指标数据预测未来7天、10天、15天等不等周期的价格。为预测LPG价格,本文分别对数据采集和预处理、特征选择,以及模型算法进行了研究,最终选择随机森林模型框架对LPG价格进行预测。本文以金联创提供的2016年1月到2019年2月数据为例,使用随机森林算法分别针对不同种类的特征作为输入进行LPG价格预测。结果表明,不同种类的特征对预测结果的影响随着预测天数的增加也在不断改变,据此可以通过输入不同的特征项预测不同天数的价格来达到最优效果。回归模型预测的15天平均MAE为195左右,达到了预期效果,这为LPG公司进一步提高LPG营销管理水平,增强对LPG价格的分析判断能力,准确把握进口气采销时机,进而提高盈利水平,实现LPG量效齐增具有重要意义。 ",KYXH201903003
基于深度信念网络的信用评估研究,"熊志斌1,2:17421025|吴维烨1:43096835",9,信用评估; 深度学习; 深度信念网络;,"近年来,由于深度学习在处理复杂数据方面的优异性能而受到研究人员的广泛关注,并在许多领域得到成功运用。本文在分析已有信用评估模型的基础上,将深度学习中的深度信念网络(DBN)方法引入信用评估的实践中,构建了基于DBN方法的信用评估模型,并以中国上市公司样本集和美国公司样本集为研究对象进行分析。实证结果表明,对比其它经典的logistic回归、线性判别分析、BP神经网络、支持向量机及决策树模型,DBN评估模型在I类错误率、II类错误率和总误判率三个评判指标上的表现都是最好的,证明了本文基于DBN方法构建的信用评估模型的有效性和可靠性。 ",KYXH201903004
